SL NO:,Dept. Name,Audit Unit Name,Period of last Audit,PARA NO. ,Audit Office,Para_ID,Para Subject,Observation Category Description,Observation Category,IIA/IIB,Monetory Amount,Recovery Amount,IR Despatch Date,Stage,Status,Query raised by,Query date,Response,Response date,Rejoinder date,Resource,File Type
945,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,I/IIB/2009-2011,GSA,,"a)irregular payment of excess rent Rs.8,83,000                                                   b) Non recovery of income tax from  rent ",,B ,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
946,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,II/IIB/2009-11,GSA,,Non submission of UCs to NRH4 by ANMTC chikkaballapur,, F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
947,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,III/IIB/2009-2011,GSA,,Excess payment to the outsourcing agency Rs.7.16Lakh ,, D,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
948,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,IV/IIB/2009-2011,GSA,,"Irregular purchase of equipments ,kitchen utilities etcRs.16.52 Lakhs",, F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
949,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,VIII/IIB/2009-2011,GSA,,Irregular purchase of medicines/drugs,, F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
950,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,XI/IIB/2009-2011,GSA,,Bank reconciliation not done and non-receipt utilization certificate under JSY scheme,, F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
951,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,XIII/IIB/2009-2011,GSA,,a)Supply of diet to hospital                                                                                  b)Non-recovery of IT RS.0.64Lakh,, B,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
952,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,III/IIB/2011-12,GSA,,Avoidable payment of Rs.78336.36 towards power faculty penalty and interest on revenue as a result of late payment,, D,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
953,H&FW,District Surgeon Dirtrict hospital chikkaballapur  , 2016-17,IV/IIB/2011-12,GSA,,Non-deduction of Income tax from the bills of food suppliers,, B,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
954,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,I/IIB/2014-15,GSA,,Non-utilisation of equipments worth Rs. 80.46 lakh.,,I,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
955,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,II/IIB/2014-15,GSA,,Transfer of NRHM funds to User fee account.,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
956,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,III/IIB/2014-15,GSA,,User charges: Remittance to Arogya Raksha Samithi A/c,,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
957,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,IV/IIB/2014-15,GSA,,Improper procurement of Drugs/Chemicals and Equipments – Rs. 11.50 lakh.,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
958,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,V/IIB/2014-15,GSA,,"Drugs/Chemicals worth Rs. 29,075/-",,I,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
959,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VI/IIB/2014-15,GSA,,Missing Receipt books – No. 13979 & 13980 (200 leaves),,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
960,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,I/IIB/2015-16,GSA,,Non-utilization of equipment worth Rs. 52.19 lakh,,G,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
961,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,III/IIB/2015-16,GSA,,Splitting up of Purchases to avoid Tendering as per KTPP Act-Rs. 17.26 lakh.,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
962,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,V/IIB/2014-15,GSA,,Non-preparation of Annual Accounts 2010-11 to  2015-16 Arogya Rakshana Samiti (ARS),,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
963,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VI/IIB/2015-16,GSA,,Mpm-disbursal of Cheque,,I,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
964,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VII/IIB/2015-16,GSA,,Non-reconciliation of department figures with treasury and Bank  A/c,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
965,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VIII/IIB/2015-16,GSA,,Improper maintenance of Cash book,,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
966,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,I/IIB/2016-17,GSA,,Split purchases to avoid tendering process as per KTPP Act.,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
967,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,II/IIB/2016-17,GSA,,"Excess payment of Demand Charges of Electricty – Rs. 4,96,598/-",,D,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
968,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,III/IIB/2016-17,GSA,,Excess drawal of Special/Emergency Allowances by Doctors.,,B,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
969,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,IV/IIB/2016-17,GSA,,Discrepancies in implementation of Bio Medical Waste Management.,,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
970,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,V/IIB/2016-17,GSA,,Non-renewal of contract of Group D employees after the completion of contract period resulted in irregular expenditure and lapse of Security Deposit due to non-encashment.,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
971,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VI/IIB/2016-17,GSA,,Non-remittance of Interest Earned on the amount kept in bank  Account.,,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
972,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VII/IIB/2016-17,GSA,,Inadequacies noticed in maintenance of NRHM Cash Book.,,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
973,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,VIII/IIB/2016-17,GSA,,Non-remittance of Bank interest Rs. 13.05/-,,J,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
974,H&FW,District Surgeon Dirtrict hospital chikkaballapur, 2016-17,IX/IIB/2016-17,GSA,,Non-Conduting of Annual Physical verification.,,F,IIB,,,25.08.2018,,,,25.08.2018,,R.N.R.,R.N.I.,,
975,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,I/IIB/2012-13,GSA,,Non recovery of TDS amounting to Rs.127915/- on Turn Key Projects,, B,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
976,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,V/IIB/2013-14,GSA,,Non remitance of revenue receipts to Government Account.,, J,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
977,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,I/IIA/2014-15,GSA,,Violation of KTTP Act in procurement of Bio-chemistry analyser and other lab equipments resulting in unintended benefit to supplier.,,F,IIA,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
978,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,II/IIB/2014-15,GSA,,Non-disposal of Hypo Solution and used X-ray films.,,J,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
979,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,IV/IIB/2014-15,GSA,,Water charges in respect of Quarters occupants and outstanding water bill.,,J,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
980,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,VI/IIB/2014-15,GSA,,Non-reconciliation of Scheme Cash book and Bank pass book.,,J,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
981,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,VII/IIB/2014-15,GSA,,Idle of Blood components Equipments worth Rs. 47.98 Lakh.,,G,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
982,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,VIII/IIB/2014-15,GSA,,"Non-remittance of Bank  interest: Rs. 2,60,409/-",,J,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
983,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,I/IIB/2015-16,GSA,,Payment of  Statutory component (EPF) without confirming its remittances to EPFO Rs. 1.95 lakhs non remittance of Service Tax (Rs. 5.07 lakh) to un-intended benefit  to the outsourced agencies.,,F,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
984,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,II/IIB/2015-16,GSA,,Non recovery of statutory deduction from the works entrusted to KHSDP for construction of SNCU under NRHM/NHM- (Rs. 1.42 lakh) and Unclaimed belance amount (Rs. 2.78 lakhs)- 4.20 lakh,,B,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
985,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,III/IIB/2015-16,GSA,,Payment of special  allowance to  Doctor for ineligible period-Rs. 35786/-,,D,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
986,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,IV/IIB/2015-16,GSA,,Non-remittance/Utilization of NRHM Fund resulting in blocking of fund with closing balance in bank  account-Rs. 29.43 lakh,,G,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
987,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,V/IIB/2015-16,GSA,,Non remittance of  interest amount-Rs. 2.42 lakh.,,J,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
988,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,VI/IIB/2015-16,GSA,,Procedure  not  followed in purchase of Equipments/Furniture/Chemicals by Blood Bank Section.,,F,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
989,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,VII/IIB/2015-16,GSA,,Non-preparation of Annual Accounts for the year 2015-16.,,F,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
990,H&FW,"The Administrative Medical Officer,Pandit General Hospital,Sirsi,Dist-Uttara Kannada",2015-16,VIII/IIB/2015-16,GSA,,Non-reconciliation of blood bank’s cash-book with bank account.,,F,IIB,,,19.04.17,,,,19.04.17,,R.N.R.,R.N.I.,,
991,H&FW,District Malaria Officer Hassan,2012-13,I/IIB/2013-13,GSA,,Non compliances to KTPP act in the purchase of solar light system ,, F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
992,H&FW,District Malaria Officer Hassan,2012-13,II/IIB/2012-13,GSA,,Non-utilization of funds under AsHA Honorarium to strengthen Survillance,, I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
993,H&FW,District Malaria Officer Hassan,2012-13,III/IIB/2012-13,GSA,,Non-Maintenance of encashment register,, F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
994,H&FW,District Malaria Officer Hassan,2012-13,IV/IIB/2012-13,GSA,,Earned leave encashment from the date of increment ,, B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
995,H&FW,District Malaria Officer Hassan,2012-13,V/IIB/2012-13,GSA,,release of annual increment during leave,, B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
996,H&FW,District Malaria Officer Hassan,2012-13,VI/IIB/2012-13,GSA,,"Non-renewal of recognition of ANM training centre, Hassan",, J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
997,H&FW,District Malaria Officer Hassan,2012-13,VII/IIB/2012-13,GSA,,Non-conducting of annual physical verification ,, F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
998,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,I/IIB/2012-13,GSA,,Upgradation of 50 bed Taluk Hospital to 100 bed Taluk Hospital,, I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
999,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,II/IIB/2012-13,GSA,,Non-deduction of income tax at source(TDS) to the tune of Rs.20506/- on payments made to the contractor engaged on non clinical services,, B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1000,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,III/IIB/2012-13,GSA,,"Avoidable payment of power factor penalty of Rs.81,350/-",, D,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1001,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,IV/IIB/2012-13,GSA,,"i. Vacant residential quarters and Non recovery f HRA & electricity charges from occupants                                                                                       iii. Non recovery of electricity bill charges amounting Rs.2,97,528/- from the occupants of designated residential quarters                                     ii. Irregular drawal of HRA amounting to Rs.20,492 in respect of Smt.M.L.Alagudu,Senior Health Instructor(Female)",, B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1002,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,V/IIB/2012-13,GSA,,Short recovery of HRA recovered from Shri.Ramesh Naik,, B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1003,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,VI/IIB/2012-13,GSA,,Non production of log book of Diesel generator and vehicles lying idle for want of repairs,, J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1004,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,VII/IIB/2012-13,GSA,,Not conducting physical verification ,, F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1005,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,VIII/IIB/2012-13,GSA,,Non receipt of security deposit from cashier,, F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1006,H&FW,"The Administrative Medical Officer,Taluk GeneralHospital,Nelamangala",2006-07 to 2012-13,IX/IIB/2012-13,GSA,,Non-Maintenance of remittance register,, F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1007,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,I/IIB/2012-13,GSA,,Non-receipt of clinical fees from Gangavathi Institute of Nursing Rs.104500/-,, J,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1008,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,II/IIB/2012-13,GSA,,Non-receipt of fresh batch of drugs for the drugs declared as NSQ,, I,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1009,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,IV/IIB/2012-13,GSA,,HT power connection instead of LT power connection for residential quarters,, J,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1010,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,V/IIB/2012-13,GSA,,Non-maintenance of assets register,, F,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1011,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,VII/IIB/2012-13,GSA,,Avoidable payment of PF penalty Rs.112792/-,, D,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1012,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,VIII/IIB/2012-13,GSA,,Avoidable payment of power charges Rs.78000/-,, D,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1013,H&FW,"The Chief Medical Officer,Taluk Hospital Gangavathi",2013-14 to 2014-15,X/IIB/2012-13,GSA,,Expenditure incurred over the financial powers,, F,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1014,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,XIII/IIB/2012-13,GSA,,Non disposal of hypo and used X-ray films,, J,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1015,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,I/IIB/2013-15,GSA,,Observation made regarding AC bills,,J,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1016,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,II/IIB/2013-15,GSA,,Split purchases to avoid tender RS. 28.83 lakh,,F,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1017,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,III/IIB/2013-15,GSA,,"Unintended Benefit of Rs. 1,65,000/-",,C,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1018,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,IV/IIB/2013-15,GSA,,Non-Deduction of TDS and Service tax.,,F,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1019,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,V/IIB/2013-15,GSA,,Non Deduction of TDS payment of honorarium Rs. 0.69Lakh.,,B,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1020,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,VI/IIB/2013-15,GSA,,"Irregular Payment of Rs. 4,22,500/-",,D,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1021,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,VII/IIB/2013-15,GSA,,"Incorrect deduction of service charges by the Bank-Rs. 69,613/-",,B,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1022,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,VIII/IIB/2013-15,GSA,,Non-remittance of Interest earned.,,J,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1023,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,IX/IIB/2013-15,GSA,,Vacant quarters.,,I,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1024,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,X/IIB/2013-15,GSA,,Deposit in Co-operative Bank instead of Nationalized Bank.,,F,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1025,H&FW,"The Chief Medical Officer, Taluk Hospital Gangavathi",2013-14 to 2014-15,XI/IIB/2013-15,GSA,,Non reconciliation of the departmental figure of remittances with that of the treasury.,,F,IIB,,,26.04.16,,,,26.04.16,,14.07.2016,06.09.2016,,
1026,H&FW,"The Administrative Medical Officer,Govt.General Hospital,Chintamani",2013-14 to 2015-16,I/IIB/2012-13,GSA,,Non-maintenance of asset register,, F,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1027,H&FW,"The Administrative Medical Officer,Govt.General Hospital,Chintamani",2013-14 to 2015-16,II/IIB/2012-13,GSA,,Non-disposal of released/replaced spare  parts.,, J,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1028,H&FW,"The Administrative Medical Officer,Govt.General Hospital,Chintamani",2013-14 to 2015-16,III/IIB/2012-13,GSA,,"Irregular credit of fee collected in respect of issue of Medical certificate(M.C)/Physical fitness certificate(PFC),Right to information (RTI),etc. into Arogya Raksha Samithi fund",, F,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1029,H&FW,"The Administrative Medical Officer,Govt.General Hospital,Chintamani",2013-14 to 2015-16,IV/IIB/2012-13,GSA,,Non-disposal of condemned articles ,, F,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1030,H&FW,"The Administrative Medical Officer,Govt.General Hospital, Chintamani",2013-14 to 2015-16,V/IIB/2012-13,GSA,,Disposal of used Hypo Solution and X-Ray films at old rates,, J,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1031,H&FW,"The Administrative Medical Officer,Govt.General Hospital, Chintamani",2013-14 to 2015-16,VI/IIB/2012-13,GSA,,"A)Irregular credit  of House Rent  received from Taluka Health Officer, Chintamani to ARS fund.                                                              B) Non occupation of designated  quarters by doctors resulting in irregular drawal of HRA",,B,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1032,H&FW,"The Administrative Medical Officer,Govt.General Hospital,Chintamani",2013-14 to 2015-16,VI/IIB/2012-13,GSA,,Avoidable recurring expenditure towards electricity charges & power factor penalty of Rs.184316/-,, D,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1033,H&FW,"The Administrative Medical Officer, Govt. General Hospital, Chintamani",2013-14 to 2015-16,VII/IIB/2012-13,GSA,,"Non deduction of Income tax, at source Rs.7349/- from payment made to contractor ",, B,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1034,H&FW,"The Administrative Medical Officer, Govt. General Hospital, Chintamani",2013-14 to 2015-16,I/IIB/2013-16,GSA,,Non remittance of Government receipts of Rs. 2.01 lakh into Government Account.,,F,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1035,H&FW,"The Administrative Medical Officer, Govt. General Hospital, Chintamani",2013-14 to 2015-16,II/IIB/2013-16,GSA,,Short collection/remittance of clinical facilities charges-Rs. 1.89 lakh.,,B,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1036,H&FW,"The Administrative Medical Officer, Govt. General Hospital, Chintamani",2013-14 to 2015-16,III/IIB/2013-16,GSA,,Excess payment of salary due to incorrect fixation.,,D,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1037,H&FW,"The Administrative Medical Officer, Govt. General Hospital, Chintamani",2013-14 to 2015-16,IV/IIB/2013-16,GSA,,"Avoidable expenditure towards disposal of bio medical waste-Rs. 1,38,450/-",,D,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
1038,H&FW,"The Administrative Medical Officer, Govt. General Hospital, Chintamani",2013-14 to 2015-16,V/IIB/2013-16,GSA,,Un-disbursed NRHM RCH female sterilization compensation amount of Rs. 1.50 lakh and non maintenance of security deposit register.,,F,IIB,,,05.09.2018,,,,05.09.2018,,R.N.R.,R.N.I.,,
